,Sales +,Expenses +,Operating Profit,OPM %,Other Income +,Interest,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs,Dividend Payout %,quarter(10yrs),ScripCode,Revenue,Financing Profit,Financing Margin %
273,25375,20162,5212,21%,648,640,1348,3872,30%,2714,98.90,10%,Mar 2017,532538,,,
274,30979,24834,6145,20%,242,1238,1848,3301,33%,2224,80.92,13%,Mar 2018,532538,,,
275,41462,34115,7347,18%,350,1778,2451,3468,31%,2400,87.51,13%,Mar 2019,532538,,,
276,42430,33184,9246,22%,651,1992,2723,5183,-11%,5751,199.40,7%,Mar 2020,532538,,,
277,44726,33158,11568,26%,619,1486,2700,8001,32%,5462,189.26,20%,Mar 2021,532538,,,
278,52599,41084,11514,22%,669,945,2715,8524,14%,7334,254.42,15%,Mar 2022,532538,,,
279,63240,52821,10419,16%,508,623,2888,7416,32%,5073,175.41,22%,Mar 2023,532538,,,
280,37188,30156,7032,19%,1268,344,975,6981,20%,5630,8.55,26%,Mar 2012,507685,,,
281,37430,29773,7657,20%,1440,289,940,7869,21%,6182,9.36,28%,Mar 2013,507685,,,
282,43424,33788,9635,22%,1922,383,1060,10114,21%,7991,12.08,25%,Mar 2014,507685,,,
283,46951,36652,10299,22%,2450,350,1175,11224,22%,8714,13.15,34%,Mar 2015,507685,,,
284,51244,40448,10796,21%,2752,558,1496,11494,22%,8957,13.52,17%,Mar 2016,507685,,,
285,55448,44128,11321,20%,2623,594,2310,11039,23%,8518,13.10,6%,Mar 2017,507685,,,
286,54487,44100,10387,19%,2550,583,2112,10242,22%,8003,13.27,6%,Mar 2018,507685,,,
287,59019,47406,11613,20%,2614,738,1947,11542,22%,9018,14.92,7%,Mar 2019,507685,,,
288,61138,48795,12342,20%,2728,733,2086,12252,20%,9772,17.02,6%,Mar 2020,507685,,,
289,61935,47164,14771,24%,2404,509,2763,13903,22%,10868,19.70,5%,Mar 2021,507685,,,
290,79312,62628,16684,21%,2067,532,3078,15141,19%,12243,22.31,27%,Mar 2022,507685,,,
291,90488,73640,16848,19%,2266,1008,3340,14766,23%,11366,20.68,5%,Mar 2023,507685,,,
292,113844,79928,33916,30%,3718,438,2883,34313,33%,22828,17.50,33%,Mar 2011,500312,,,
293,140147,94797,45350,32%,11075,435,13187,42804,34%,28428,21.93,30%,Mar 2012,500312,,,
294,161984,118482,43501,27%,5488,484,11763,36742,35%,23994,18.87,34%,Mar 2013,500312,,,
295,174121,124991,49130,28%,7170,624,16262,39413,32%,26665,20.65,31%,Mar 2014,500312,,,
296,160923,118610,42312,26%,5955,2864,18033,27370,35%,17703,14.29,44%,Mar 2015,500312,,,
297,124036,84901,39135,32%,1067,3766,16384,20052,35%,13102,10.03,56%,Mar 2016,500312,,,
298,282506,229702,52804,19%,12724,3591,20219,41718,30%,29169,19.03,40%,Mar 2017,500312,,,
299,322706,265817,56889,18%,10429,4999,23112,39208,34%,26068,17.23,38%,Mar 2018,500312,,,
300,421624,346805,74819,18%,9567,5837,23704,54846,38%,33938,24.28,29%,Mar 2019,500312,,,
301,396728,344623,52105,13%,982,7489,26635,18962,40%,11456,8.59,58%,Mar 2020,500312,,,
302,303849,254375,49473,16%,11271,5079,25538,30126,29%,21360,12.96,28%,Mar 2021,500312,,,
303,491216,411342,79874,16%,6797,5696,26883,54091,9%,49294,36.19,29%,Mar 2022,500312,,,
304,676683,598582,78101,12%,7360,7312,25218,52931,,39138,33.61,,TTM,500312,,,
305,7515,5990,1525,20%,21,5,153,1388,31%,962,99.73,49%,Dec 2011,500790,,,
306,8335,6509,1825,22%,31,27,277,1553,31%,1068,110.76,44%,Dec 2012,500790,,,
307,9101,7153,1948,21%,97,37,330,1678,33%,1117,115.87,42%,Dec 2013,500790,,,
308,9855,7816,2039,21%,87,14,338,1774,33%,1185,122.87,51%,Dec 2014,500790,,,
309,8175,6620,1555,19%,-391,3,347,814,31%,563,58.42,83%,Dec 2015,500790,,,
310,9141,7292,1850,20%,140,91,354,1545,35%,1001,103.86,61%,Dec 2016,500790,,,
311,10010,7913,2097,21%,177,92,342,1839,33%,1225,127.07,68%,Dec 2017,500790,,,
312,11292,8675,2618,23%,259,112,336,2429,34%,1607,166.67,69%,Dec 2018,500790,,,
313,12369,9443,2926,24%,247,129,370,2673,26%,1968,204.16,168%,Dec 2019,500790,,,
314,13350,10149,3202,24%,146,164,370,2813,26%,2082,215.98,93%,Dec 2020,500790,,,
315,14741,11178,3562,24%,-112,202,391,2857,26%,2118,219.72,91%,Dec 2021,500790,,,
316,16897,13191,3706,22%,107,155,403,3256,27%,2391,247.94,89%,Dec 2022,500790,,,
317,17726,13834,3892,22%,113,156,400,3449,,2542,263.60,,TTM,500790,,,
318,165654,143439,22215,13%,-74,2982,5625,13534,-0%,13599,47.60,9%,Mar 2012,500570,,,
319,188793,164197,24596,13%,213,3560,7601,13647,28%,9976,34.62,6%,Mar 2013,500570,,,
320,232834,197980,34853,15%,-157,4749,11078,18869,25%,14050,48.46,5%,Mar 2014,500570,,,
321,263159,223920,39239,15%,714,4861,13389,21703,35%,14073,48.44,0%,Mar 2015,500570,,,
322,273046,234650,38395,14%,-2670,4889,16711,14126,21%,11678,40.11,1%,Mar 2016,500570,,,
323,269693,240104,29589,11%,1869,4238,17905,9315,35%,7557,25.82,0%,Mar 2017,500570,,,
324,291550,260093,31458,11%,5933,4682,21554,11155,39%,9091,31.13,0%,Mar 2018,500570,,,
325,301938,277274,24664,8%,-26686,5759,23591,-31371,8%,-28724,-99.84,0%,Mar 2019,500570,,,
326,261068,243081,17987,7%,102,7243,21425,-10580,-4%,-11975,-39.08,0%,Mar 2020,500570,,,
327,249795,217507,32287,13%,-11118,8097,23547,-10474,-24%,-13395,-40.51,0%,Mar 2021,500570,,,
328,278454,253734,24720,9%,2424,9312,24836,-7003,-60%,-11309,-34.46,0%,Mar 2022,500570,,,
329,345967,314047,31920,9%,6224,10225,24860,3058,23%,2690,7.27,32%,Mar 2023,500570,,,
330,65231,49935,15296,23%,3088,2139,3107,13137,25%,9815,9.92,34%,Mar 2012,532555,,,
331,71518,53370,18149,25%,4777,2491,3823,16611,24%,12586,12.72,38%,Mar 2013,532555,,,
332,78330,58603,19727,25%,2792,3263,4770,14486,21%,11403,11.53,42%,Mar 2014,532555,,,
333,79957,62605,17352,22%,2338,3669,5565,10456,4%,9992,10.09,21%,Mar 2015,532555,,,
334,73396,54829,18568,25%,1188,3366,5771,10618,-2%,10781,10.92,26%,Mar 2016,532555,,,
335,82042,60445,21598,26%,1592,3753,6010,13426,20%,10714,10.83,37%,Mar 2017,532555,,,
336,88083,65598,22485,26%,5576,4447,7460,16154,35%,10502,10.66,40%,Mar 2018,532555,,,
