,sentence,prefix,suffix,dir,header,ScripCode,dir_status
530,Net Sales - QoQ Growth in quarter ended Mar 2023 is 2.24% vs 5.73% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 2.24% vs 5.73% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,505200,bad
531,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 22.24% vs 12.79% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 22.24% vs 12.79% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,505200,good
532,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 8.91% vs 4.34% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 8.91% vs 4.34% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,505200,good
533,Interest - QoQ Growth in quarter ended Mar 2023 is 7.65% vs 7.37% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 7.65% vs 7.37% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,505200,bad
534,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,505200,good
535,Net Sales - YoY Growth in quarter ended Mar 2023 is 19.13% vs 8.60% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 19.13% vs 8.60% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,505200,good
536,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 48.42% vs 15.97% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 48.42% vs 15.97% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,505200,good
537,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 23.33% vs 19.34% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 23.33% vs 19.34% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,505200,good
538,Interest - YoY Growth in quarter ended Mar 2023 is 160.70% vs -20.56% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 160.70% vs -20.56% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,505200,bad
539,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,505200,good
540,Net Sales - QoQ Growth in quarter ended Mar 2023 is 31.91% vs 10.23% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 31.91% vs 10.23% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,533096,good
541,"Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 59,677.42% vs -98.74% in Dec 2022",Consolidated Net Profit,"QoQ Growth in quarter ended Mar 2023 is 59,677.42% vs -98.74% in Dec 2022",1.0,Quarterly Analysis Highlights - QoQ,533096,good
542,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 29.78% vs 55.07% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 29.78% vs 55.07% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,533096,bad
543,Interest - QoQ Growth in quarter ended Mar 2023 is -21.14% vs 15.63% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is -21.14% vs 15.63% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,533096,good
544,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,533096,bad
545,Net Sales - YoY Growth in quarter ended Mar 2023 is -3.36% vs 66.28% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is -3.36% vs 66.28% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,533096,bad
546,"Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 12.85% vs 35,280.58% in Mar 2022",Consolidated Net Profit,"YoY Growth in quarter ended Mar 2023 is 12.85% vs 35,280.58% in Mar 2022",-1.0,Quarterly Analysis Highlights - YoY,533096,bad
547,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is -63.54% vs 224.10% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is -63.54% vs 224.10% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,533096,bad
548,Interest - YoY Growth in quarter ended Mar 2023 is -27.95% vs -8.13% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is -27.95% vs -8.13% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,533096,good
549,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,533096,bad
550,Interest Earned - YoY Growth in quarter ended Mar 2023 is 27.49% vs 5.94% in Mar 2022,Interest Earned,YoY Growth in quarter ended Mar 2023 is 27.49% vs 5.94% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532187,good
551,Net Profit - YoY Growth in quarter ended Mar 2023 is 49.89% vs 55.42% in Mar 2022,Net Profit,YoY Growth in quarter ended Mar 2023 is 49.89% vs 55.42% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532187,bad
552,Operating Profit (PBDIT) - YoY Growth in quarter ended Mar 2023 is 12.81% vs 8.66% in Mar 2022,Operating Profit (PBDIT),YoY Growth in quarter ended Mar 2023 is 12.81% vs 8.66% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532187,good
553,% of Net NPAs - YoY Growth in quarter ended Mar 2023 is -0.05% vs -0.05% in Mar 2022,% of Net NPAs,YoY Growth in quarter ended Mar 2023 is -0.05% vs -0.05% in Mar 2022,0.0,Quarterly Analysis Highlights - YoY,532187,neutral
554,% of Gross NPAs - YoY Growth in quarter ended Mar 2023 is -0.29% vs -0.40% in Mar 2022,% of Gross NPAs,YoY Growth in quarter ended Mar 2023 is -0.29% vs -0.40% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532187,bad
555,Interest Earned - QoQ Growth in quarter ended Mar 2023 is 5.96% vs 8.61% in Dec 2022,Interest Earned,QoQ Growth in quarter ended Mar 2023 is 5.96% vs 8.61% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532187,bad
556,Net Profit - QoQ Growth in quarter ended Mar 2023 is 4.15% vs 9.65% in Dec 2022,Net Profit,QoQ Growth in quarter ended Mar 2023 is 4.15% vs 9.65% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532187,bad
557,Operating Profit (PBDIT) - QoQ Growth in quarter ended Mar 2023 is 1.97% vs 4.57% in Dec 2022,Operating Profit (PBDIT),QoQ Growth in quarter ended Mar 2023 is 1.97% vs 4.57% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532187,bad
558,% of Net NPAs - QoQ Growth in quarter ended Mar 2023 is -0.03% vs 0.01% in Dec 2022,% of Net NPAs,QoQ Growth in quarter ended Mar 2023 is -0.03% vs 0.01% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532187,good
559,% of Gross NPAs - QoQ Growth in quarter ended Mar 2023 is -0.08% vs -0.05% in Dec 2022,% of Gross NPAs,QoQ Growth in quarter ended Mar 2023 is -0.08% vs -0.05% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532187,good
560,Interest Earned - QoQ Growth in quarter ended Mar 2023 is 9.84% vs 10.76% in Dec 2022,Interest Earned,QoQ Growth in quarter ended Mar 2023 is 9.84% vs 10.76% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532134,bad
561,Net Profit - QoQ Growth in quarter ended Mar 2023 is 23.95% vs 16.28% in Dec 2022,Net Profit,QoQ Growth in quarter ended Mar 2023 is 23.95% vs 16.28% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532134,good
562,Operating Profit (PBDIT) - QoQ Growth in quarter ended Mar 2023 is -1.94% vs 36.50% in Dec 2022,Operating Profit (PBDIT),QoQ Growth in quarter ended Mar 2023 is -1.94% vs 36.50% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532134,bad
563,% of Net NPAs - QoQ Growth in quarter ended Mar 2023 is -0.10% vs -0.17% in Dec 2022,% of Net NPAs,QoQ Growth in quarter ended Mar 2023 is -0.10% vs -0.17% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532134,bad
564,% of Gross NPAs - QoQ Growth in quarter ended Mar 2023 is -0.74% vs -0.78% in Dec 2022,% of Gross NPAs,QoQ Growth in quarter ended Mar 2023 is -0.74% vs -0.78% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532134,bad
565,Interest Earned - YoY Growth in quarter ended Mar 2023 is 42.28% vs 8.92% in Mar 2022,Interest Earned,YoY Growth in quarter ended Mar 2023 is 42.28% vs 8.92% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532134,good
566,Net Profit - YoY Growth in quarter ended Mar 2023 is 168.46% vs 269.97% in Mar 2022,Net Profit,YoY Growth in quarter ended Mar 2023 is 168.46% vs 269.97% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532134,bad
567,Operating Profit (PBDIT) - YoY Growth in quarter ended Mar 2023 is 43.26% vs -10.06% in Mar 2022,Operating Profit (PBDIT),YoY Growth in quarter ended Mar 2023 is 43.26% vs -10.06% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532134,good
568,% of Net NPAs - YoY Growth in quarter ended Mar 2023 is -0.83% vs -1.37% in Mar 2022,% of Net NPAs,YoY Growth in quarter ended Mar 2023 is -0.83% vs -1.37% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532134,bad
569,% of Gross NPAs - YoY Growth in quarter ended Mar 2023 is -2.82% vs -2.26% in Mar 2022,% of Gross NPAs,YoY Growth in quarter ended Mar 2023 is -2.82% vs -2.26% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,532134,good
570,Net Sales - QoQ Growth in quarter ended Mar 2023 is -12.01% vs 1.90% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -12.01% vs 1.90% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500096,bad
571,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is -36.79% vs -2.88% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is -36.79% vs -2.88% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500096,bad
572,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is -32.80% vs 1.52% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is -32.80% vs 1.52% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500096,bad
573,Interest - QoQ Growth in quarter ended Mar 2023 is 69.86% vs 25.56% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 69.86% vs 25.56% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500096,bad
574,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500096,bad
575,Net Sales - YoY Growth in quarter ended Mar 2023 is 6.35% vs 7.75% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 6.35% vs 7.75% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500096,bad
576,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 2.25% vs -22.13% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 2.25% vs -22.13% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500096,good
577,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is -9.64% vs 2.51% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is -9.64% vs 2.51% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500096,bad
578,Interest - YoY Growth in quarter ended Mar 2023 is 173.36% vs 36.15% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 173.36% vs 36.15% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500096,bad
579,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500096,bad
580,Net Sales - QoQ Growth in quarter ended Mar 2023 is 5.09% vs -5.38% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 5.09% vs -5.38% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500440,good
581,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 77.02% vs -38.23% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 77.02% vs -38.23% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500440,good
582,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 50.14% vs -33.83% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 50.14% vs -33.83% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500440,good
583,Interest - QoQ Growth in quarter ended Mar 2023 is 5.57% vs 6.26% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 5.57% vs 6.26% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500440,good
584,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500440,good
585,Net Sales - YoY Growth in quarter ended Mar 2023 is 0.17% vs 37.67% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 0.17% vs 37.67% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500440,bad
586,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is -37.39% vs 99.74% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is -37.39% vs 99.74% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500440,bad
587,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is -27.07% vs 29.16% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is -27.07% vs 29.16% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500440,bad
588,Interest - YoY Growth in quarter ended Mar 2023 is 22.48% vs -10.85% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 22.48% vs -10.85% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500440,bad
589,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500440,bad
590,Net Sales - QoQ Growth in quarter ended Mar 2023 is 14.24% vs -7.92% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 14.24% vs -7.92% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532488,good
591,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 4.62% vs -37.84% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 4.62% vs -37.84% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532488,good
592,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 19.43% vs -34.26% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 19.43% vs -34.26% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532488,good
593,Interest - QoQ Growth in quarter ended Mar 2023 is 84.62% vs -23.53% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 84.62% vs -23.53% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,532488,bad
594,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,532488,good
595,Net Sales - YoY Growth in quarter ended Mar 2023 is -22.54% vs 40.84% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is -22.54% vs 40.84% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532488,bad
596,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is -64.12% vs 78.21% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is -64.12% vs 78.21% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532488,bad
597,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is -55.85% vs 54.19% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is -55.85% vs 54.19% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532488,bad
598,Interest - YoY Growth in quarter ended Mar 2023 is 200.00% vs -61.90% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 200.00% vs -61.90% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532488,bad
599,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,532488,bad
600,Net Sales - YoY Growth in quarter ended Mar 2023 is 76.55% vs 28.89% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 76.55% vs 28.89% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,539448,good
601,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 154.66% vs -46.61% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 154.66% vs -46.61% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,539448,good
602,"Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 7,160.42% vs -93.13% in Mar 2022",Operating Profit (PBDIT) excl Other Income,"YoY Growth in quarter ended Mar 2023 is 7,160.42% vs -93.13% in Mar 2022",1.0,Quarterly Analysis Highlights - YoY,539448,good
603,Interest - YoY Growth in quarter ended Mar 2023 is 45.14% vs 19.76% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 45.14% vs 19.76% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,539448,bad
604,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,539448,good
605,Net Sales - QoQ Growth in quarter ended Mar 2023 is -5.17% vs 19.49% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is -5.17% vs 19.49% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,539448,bad
606,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is -35.39% vs 189.85% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is -35.39% vs 189.85% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,539448,bad
607,"Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is -11.74% vs 11,337.09% in Dec 2022",Operating Profit (PBDIT) excl Other Income,"QoQ Growth in quarter ended Mar 2023 is -11.74% vs 11,337.09% in Dec 2022",-1.0,Quarterly Analysis Highlights - QoQ,539448,bad
608,Interest - QoQ Growth in quarter ended Mar 2023 is 10.72% vs 13.98% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 10.72% vs 13.98% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,539448,good
609,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,539448,bad
610,Net Sales - QoQ Growth in quarter ended Mar 2023 is 0.83% vs -0.89% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 0.83% vs -0.89% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,542066,good
611,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is -34.81% vs -6.14% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is -34.81% vs -6.14% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,542066,bad
612,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is -15.12% vs 1.65% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is -15.12% vs 1.65% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,542066,bad
613,Interest - QoQ Growth in quarter ended Mar 2023 is 408.87% vs -70.39% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 408.87% vs -70.39% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,542066,bad
614,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has fallen from Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,542066,bad
615,Net Sales - YoY Growth in quarter ended Mar 2023 is 10.15% vs 73.15% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 10.15% vs 73.15% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,542066,bad
616,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is 20.74% vs -43.58% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is 20.74% vs -43.58% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,542066,good
617,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is 48.83% vs -35.93% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is 48.83% vs -35.93% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,542066,good
618,Interest - YoY Growth in quarter ended Mar 2023 is 109.87% vs 34.80% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 109.87% vs 34.80% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,542066,bad
619,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has improved from Mar 2022,1.0,Quarterly Analysis Highlights - YoY,542066,good
620,Net Sales - YoY Growth in quarter ended Mar 2023 is 16.86% vs 3.05% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 16.86% vs 3.05% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500387,good
621,Consolidated Net Profit - YoY Growth in quarter ended Mar 2023 is -20.00% vs -17.68% in Mar 2022,Consolidated Net Profit,YoY Growth in quarter ended Mar 2023 is -20.00% vs -17.68% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500387,bad
622,Operating Profit (PBDIT) excl Other Income - YoY Growth in quarter ended Mar 2023 is -3.22% vs -26.26% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in quarter ended Mar 2023 is -3.22% vs -26.26% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,500387,good
623,Interest - YoY Growth in quarter ended Mar 2023 is 36.61% vs -7.30% in Mar 2022,Interest,YoY Growth in quarter ended Mar 2023 is 36.61% vs -7.30% in Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500387,bad
624,Operating Profit Margin (Excl OI) - YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in quarter ended Mar 2023 has fallen from Mar 2022,-1.0,Quarterly Analysis Highlights - YoY,500387,bad
625,Net Sales - QoQ Growth in quarter ended Mar 2023 is 18.63% vs 6.47% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 18.63% vs 6.47% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500387,good
626,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 86.40% vs 53.83% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 86.40% vs 53.83% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500387,good
627,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 22.36% vs 33.89% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 22.36% vs 33.89% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,500387,bad
628,Interest - QoQ Growth in quarter ended Mar 2023 is 1.58% vs 6.29% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 1.58% vs 6.29% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500387,good
629,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,500387,good
630,Net Sales - QoQ Growth in quarter ended Mar 2023 is 11.47% vs 11.25% in Dec 2022,Net Sales,QoQ Growth in quarter ended Mar 2023 is 11.47% vs 11.25% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,511243,good
631,Consolidated Net Profit - QoQ Growth in quarter ended Mar 2023 is 24.88% vs 21.68% in Dec 2022,Consolidated Net Profit,QoQ Growth in quarter ended Mar 2023 is 24.88% vs 21.68% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,511243,good
632,Operating Profit (PBDIT) excl Other Income - QoQ Growth in quarter ended Mar 2023 is 15.99% vs 17.66% in Dec 2022,Operating Profit (PBDIT) excl Other Income,QoQ Growth in quarter ended Mar 2023 is 15.99% vs 17.66% in Dec 2022,-1.0,Quarterly Analysis Highlights - QoQ,511243,bad
633,Interest - QoQ Growth in quarter ended Mar 2023 is 12.37% vs 15.17% in Dec 2022,Interest,QoQ Growth in quarter ended Mar 2023 is 12.37% vs 15.17% in Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,511243,good
634,Operating Profit Margin (Excl OI) - QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,Operating Profit Margin (Excl OI),QoQ Growth in quarter ended Mar 2023 has improved from Dec 2022,1.0,Quarterly Analysis Highlights - QoQ,511243,good
635,Net Sales - YoY Growth in quarter ended Mar 2023 is 43.61% vs 5.07% in Mar 2022,Net Sales,YoY Growth in quarter ended Mar 2023 is 43.61% vs 5.07% in Mar 2022,1.0,Quarterly Analysis Highlights - YoY,511243,good
