,sentence,prefix,suffix,dir,header,ScripCode,dir_status
234,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has improved from Mar 2022,1.0,Annual Analysis Highlights,500825,good
235,Net Sales - YoY Growth in year ended Mar 2023 is 10.98% vs 50.80% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 10.98% vs 50.80% in Mar 2022,-1.0,Annual Analysis Highlights,500295,bad
236,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is -43.76% vs 62.06% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is -43.76% vs 62.06% in Mar 2022,-1.0,Annual Analysis Highlights,500295,bad
237,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is -23.21% vs 64.08% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is -23.21% vs 64.08% in Mar 2022,-1.0,Annual Analysis Highlights,500295,bad
238,Interest - YoY Growth in year ended Mar 2023 is 29.77% vs -7.93% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 29.77% vs -7.93% in Mar 2022,-1.0,Annual Analysis Highlights,500295,bad
239,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,500295,bad
240,Net Sales - YoY Growth in year ended Mar 2023 is 19.36% vs 17.94% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 19.36% vs 17.94% in Mar 2022,1.0,Annual Analysis Highlights,532755,good
241,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is -13.20% vs 25.70% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is -13.20% vs 25.70% in Mar 2022,-1.0,Annual Analysis Highlights,532755,bad
242,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is -2.85% vs 18.01% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is -2.85% vs 18.01% in Mar 2022,-1.0,Annual Analysis Highlights,532755,bad
243,Interest - YoY Growth in year ended Mar 2023 is 100.25% vs -6.55% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 100.25% vs -6.55% in Mar 2022,-1.0,Annual Analysis Highlights,532755,bad
244,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,532755,bad
245,Net Sales - YoY Growth in year ended Dec 2022 is 49.30% vs 36.79% in Dec 2021,Net Sales,YoY Growth in year ended Dec 2022 is 49.30% vs 36.79% in Dec 2021,1.0,Annual Analysis Highlights,540180,good
246,Consolidated Net Profit - YoY Growth in year ended Dec 2022 is 115.75% vs 110.96% in Dec 2021,Consolidated Net Profit,YoY Growth in year ended Dec 2022 is 115.75% vs 110.96% in Dec 2021,1.0,Annual Analysis Highlights,540180,good
247,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Dec 2022 is 68.50% vs 37.67% in Dec 2021,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Dec 2022 is 68.50% vs 37.67% in Dec 2021,1.0,Annual Analysis Highlights,540180,good
248,Interest - YoY Growth in year ended Dec 2022 is 0.77% vs -34.29% in Dec 2021,Interest,YoY Growth in year ended Dec 2022 is 0.77% vs -34.29% in Dec 2021,-1.0,Annual Analysis Highlights,540180,bad
249,Operating Profit Margin (Excl OI) - YoY Growth in year ended Dec 2022 has improved from Dec 2021,Operating Profit Margin (Excl OI),YoY Growth in year ended Dec 2022 has improved from Dec 2021,1.0,Annual Analysis Highlights,540180,good
250,Net Sales - YoY Growth in year ended Mar 2023 is 8.47% vs 11.31% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 8.47% vs 11.31% in Mar 2022,-1.0,Annual Analysis Highlights,532424,bad
251,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is -4.54% vs 3.64% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is -4.54% vs 3.64% in Mar 2022,-1.0,Annual Analysis Highlights,532424,bad
252,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 1.44% vs 0.32% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is 1.44% vs 0.32% in Mar 2022,1.0,Annual Analysis Highlights,532424,good
253,Interest - YoY Growth in year ended Mar 2023 is 59.53% vs -13.01% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 59.53% vs -13.01% in Mar 2022,-1.0,Annual Analysis Highlights,532424,bad
254,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,532424,bad
255,Net Sales - YoY Growth in year ended Mar 2022 is 13.41% vs -13.05% in Mar 2021,Net Sales,YoY Growth in year ended Mar 2022 is 13.41% vs -13.05% in Mar 2021,1.0,Annual Analysis Highlights,539254,good
256,Consolidated Net Profit - YoY Growth in year ended Mar 2022 is -1.59% vs 65.00% in Mar 2021,Consolidated Net Profit,YoY Growth in year ended Mar 2022 is -1.59% vs 65.00% in Mar 2021,-1.0,Annual Analysis Highlights,539254,bad
257,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2022 is 6.48% vs -11.95% in Mar 2021,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2022 is 6.48% vs -11.95% in Mar 2021,1.0,Annual Analysis Highlights,539254,good
258,Interest - YoY Growth in year ended Mar 2022 is 11.71% vs -5.43% in Mar 2021,Interest,YoY Growth in year ended Mar 2022 is 11.71% vs -5.43% in Mar 2021,-1.0,Annual Analysis Highlights,539254,bad
259,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2022 has improved from Mar 2021,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2022 has improved from Mar 2021,1.0,Annual Analysis Highlights,539254,good
260,Net Sales - YoY Growth in year ended Mar 2023 is 9.37% vs 7.59% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 9.37% vs 7.59% in Mar 2022,1.0,Annual Analysis Highlights,541154,good
261,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is 14.72% vs 56.50% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is 14.72% vs 56.50% in Mar 2022,-1.0,Annual Analysis Highlights,541154,bad
262,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 23.49% vs 1.35% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is 23.49% vs 1.35% in Mar 2022,1.0,Annual Analysis Highlights,541154,good
263,Interest - YoY Growth in year ended Mar 2023 is -0.40% vs -77.54% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is -0.40% vs -77.54% in Mar 2022,-1.0,Annual Analysis Highlights,541154,bad
264,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has improved from Mar 2022,1.0,Annual Analysis Highlights,541154,good
265,Net Sales - YoY Growth in year ended Mar 2023 is 40.24% vs 18.09% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 40.24% vs 18.09% in Mar 2022,1.0,Annual Analysis Highlights,505200,good
266,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is 73.80% vs 24.48% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is 73.80% vs 24.48% in Mar 2022,1.0,Annual Analysis Highlights,505200,good
267,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 58.53% vs 21.95% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is 58.53% vs 21.95% in Mar 2022,1.0,Annual Analysis Highlights,505200,good
268,Interest - YoY Growth in year ended Mar 2023 is 49.20% vs 14.16% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 49.20% vs 14.16% in Mar 2022,-1.0,Annual Analysis Highlights,505200,bad
269,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has improved from Mar 2022,1.0,Annual Analysis Highlights,505200,good
270,Net Sales - YoY Growth in year ended Mar 2023 is 39.92% vs 5.68% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 39.92% vs 5.68% in Mar 2022,1.0,Annual Analysis Highlights,533096,good
271,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is 118.39% vs 286.74% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is 118.39% vs 286.74% in Mar 2022,-1.0,Annual Analysis Highlights,533096,bad
272,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 2.35% vs 13.22% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is 2.35% vs 13.22% in Mar 2022,-1.0,Annual Analysis Highlights,533096,bad
273,Interest - YoY Growth in year ended Mar 2023 is -18.59% vs -19.81% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is -18.59% vs -19.81% in Mar 2022,-1.0,Annual Analysis Highlights,533096,bad
274,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,533096,bad
275,Interest Earned - YoY Growth in year ended Mar 2023 is 17.99% vs 6.29% in Mar 2022,Interest Earned,YoY Growth in year ended Mar 2023 is 17.99% vs 6.29% in Mar 2022,1.0,Annual Analysis Highlights,532187,good
276,Net Profit - YoY Growth in year ended Mar 2023 is 60.26% vs 62.57% in Mar 2022,Net Profit,YoY Growth in year ended Mar 2023 is 60.26% vs 62.57% in Mar 2022,-1.0,Annual Analysis Highlights,532187,bad
277,Operating Profit (PBDIT) - YoY Growth in year ended Mar 2023 is 12.29% vs 8.95% in Mar 2022,Operating Profit (PBDIT),YoY Growth in year ended Mar 2023 is 12.29% vs 8.95% in Mar 2022,1.0,Annual Analysis Highlights,532187,good
278,% of Net NPAs - YoY Growth in year ended Mar 2023 is -0.05% vs -0.05% in Mar 2022,% of Net NPAs,YoY Growth in year ended Mar 2023 is -0.05% vs -0.05% in Mar 2022,0.0,Annual Analysis Highlights,532187,neutral
279,% of Gross NPAs - YoY Growth in year ended Mar 2023 is -0.29% vs -0.40% in Mar 2022,% of Gross NPAs,YoY Growth in year ended Mar 2023 is -0.29% vs -0.40% in Mar 2022,-1.0,Annual Analysis Highlights,532187,bad
280,Interest Earned - YoY Growth in year ended Mar 2023 is 28.20% vs -0.87% in Mar 2022,Interest Earned,YoY Growth in year ended Mar 2023 is 28.20% vs -0.87% in Mar 2022,1.0,Annual Analysis Highlights,532134,good
281,Net Profit - YoY Growth in year ended Mar 2023 is 94.02% vs 777.29% in Mar 2022,Net Profit,YoY Growth in year ended Mar 2023 is 94.02% vs 777.29% in Mar 2022,-1.0,Annual Analysis Highlights,532134,bad
282,Operating Profit (PBDIT) - YoY Growth in year ended Mar 2023 is 19.99% vs 8.53% in Mar 2022,Operating Profit (PBDIT),YoY Growth in year ended Mar 2023 is 19.99% vs 8.53% in Mar 2022,1.0,Annual Analysis Highlights,532134,good
283,% of Net NPAs - YoY Growth in year ended Mar 2023 is -0.83% vs -1.37% in Mar 2022,% of Net NPAs,YoY Growth in year ended Mar 2023 is -0.83% vs -1.37% in Mar 2022,-1.0,Annual Analysis Highlights,532134,bad
284,% of Gross NPAs - YoY Growth in year ended Mar 2023 is -2.82% vs -2.26% in Mar 2022,% of Gross NPAs,YoY Growth in year ended Mar 2023 is -2.82% vs -2.26% in Mar 2022,1.0,Annual Analysis Highlights,532134,good
285,Net Sales - YoY Growth in year ended Mar 2023 is 5.89% vs 13.88% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 5.89% vs 13.88% in Mar 2022,-1.0,Annual Analysis Highlights,500096,bad
286,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is -1.84% vs 2.71% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is -1.84% vs 2.71% in Mar 2022,-1.0,Annual Analysis Highlights,500096,bad
287,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is -3.98% vs 12.54% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is -3.98% vs 12.54% in Mar 2022,-1.0,Annual Analysis Highlights,500096,bad
288,Interest - YoY Growth in year ended Mar 2023 is 102.69% vs 25.28% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 102.69% vs 25.28% in Mar 2022,-1.0,Annual Analysis Highlights,500096,bad
289,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,500096,bad
290,Net Sales - YoY Growth in year ended Mar 2023 is 14.43% vs 47.76% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 14.43% vs 47.76% in Mar 2022,-1.0,Annual Analysis Highlights,500440,bad
291,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is -26.46% vs 294.20% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is -26.46% vs 294.20% in Mar 2022,-1.0,Annual Analysis Highlights,500440,bad
292,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is -20.04% vs 61.44% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is -20.04% vs 61.44% in Mar 2022,-1.0,Annual Analysis Highlights,500440,bad
293,Interest - YoY Growth in year ended Mar 2023 is -3.24% vs 0.80% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is -3.24% vs 0.80% in Mar 2022,1.0,Annual Analysis Highlights,500440,good
294,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,500440,bad
295,Net Sales - YoY Growth in year ended Mar 2023 is -13.31% vs 28.56% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is -13.31% vs 28.56% in Mar 2022,-1.0,Annual Analysis Highlights,532488,bad
296,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is -38.41% vs 49.19% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is -38.41% vs 49.19% in Mar 2022,-1.0,Annual Analysis Highlights,532488,bad
297,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is -39.00% vs 35.74% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is -39.00% vs 35.74% in Mar 2022,-1.0,Annual Analysis Highlights,532488,bad
298,Interest - YoY Growth in year ended Mar 2023 is -16.25% vs -8.05% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is -16.25% vs -8.05% in Mar 2022,1.0,Annual Analysis Highlights,532488,good
299,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,532488,bad
300,Net Sales - YoY Growth in year ended Mar 2023 is 109.97% vs 77.12% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 109.97% vs 77.12% in Mar 2022,1.0,Annual Analysis Highlights,539448,good
301,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is 95.04% vs -6.12% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is 95.04% vs -6.12% in Mar 2022,1.0,Annual Analysis Highlights,539448,good
302,"Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 1,086.71% vs 4,124.56% in Mar 2022",Operating Profit (PBDIT) excl Other Income,"YoY Growth in year ended Mar 2023 is 1,086.71% vs 4,124.56% in Mar 2022",-1.0,Annual Analysis Highlights,539448,bad
303,Interest - YoY Growth in year ended Mar 2023 is 32.81% vs 10.09% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 32.81% vs 10.09% in Mar 2022,-1.0,Annual Analysis Highlights,539448,bad
304,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has improved from Mar 2022,1.0,Annual Analysis Highlights,539448,good
305,Net Sales - YoY Growth in year ended Mar 2023 is 44.12% vs 79.16% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 44.12% vs 79.16% in Mar 2022,-1.0,Annual Analysis Highlights,542066,bad
306,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is 7.28% vs 10.06% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is 7.28% vs 10.06% in Mar 2022,-1.0,Annual Analysis Highlights,542066,bad
307,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 12.53% vs 9.75% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is 12.53% vs 9.75% in Mar 2022,1.0,Annual Analysis Highlights,542066,good
308,Interest - YoY Growth in year ended Mar 2023 is 48.74% vs 30.26% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 48.74% vs 30.26% in Mar 2022,-1.0,Annual Analysis Highlights,542066,bad
309,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,542066,bad
310,Net Sales - YoY Growth in year ended Mar 2023 is 18.94% vs 10.69% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 18.94% vs 10.69% in Mar 2022,1.0,Annual Analysis Highlights,500387,good
311,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is -45.51% vs 2.02% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is -45.51% vs 2.02% in Mar 2022,-1.0,Annual Analysis Highlights,500387,bad
312,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is -20.18% vs -9.11% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is -20.18% vs -9.11% in Mar 2022,-1.0,Annual Analysis Highlights,500387,bad
313,Interest - YoY Growth in year ended Mar 2023 is 21.63% vs -14.00% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 21.63% vs -14.00% in Mar 2022,-1.0,Annual Analysis Highlights,500387,bad
314,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,500387,bad
315,Net Sales - YoY Growth in year ended Mar 2023 is 27.05% vs 5.86% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 27.05% vs 5.86% in Mar 2022,1.0,Annual Analysis Highlights,511243,good
316,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is 23.74% vs 41.60% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is 23.74% vs 41.60% in Mar 2022,-1.0,Annual Analysis Highlights,511243,bad
317,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 28.38% vs 8.24% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is 28.38% vs 8.24% in Mar 2022,1.0,Annual Analysis Highlights,511243,good
318,Interest - YoY Growth in year ended Mar 2023 is 33.75% vs -6.07% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 33.75% vs -6.07% in Mar 2022,-1.0,Annual Analysis Highlights,511243,bad
319,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has improved from Mar 2022,1.0,Annual Analysis Highlights,511243,good
320,Net Sales - YoY Growth in year ended Mar 2023 is 28.00% vs 14.85% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 28.00% vs 14.85% in Mar 2022,1.0,Annual Analysis Highlights,543066,good
321,Standaloned Net Profit - YoY Growth in year ended Mar 2023 is 39.74% vs 64.16% in Mar 2022,Standaloned Net Profit,YoY Growth in year ended Mar 2023 is 39.74% vs 64.16% in Mar 2022,-1.0,Annual Analysis Highlights,543066,bad
322,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 51.81% vs 64.73% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is 51.81% vs 64.73% in Mar 2022,-1.0,Annual Analysis Highlights,543066,bad
323,Interest - YoY Growth in year ended Mar 2023 is 60.38% vs -1.54% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 60.38% vs -1.54% in Mar 2022,-1.0,Annual Analysis Highlights,543066,bad
324,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has improved from Mar 2022,1.0,Annual Analysis Highlights,543066,good
325,Net Sales - YoY Growth in year ended Dec 2022 is 6.96% vs 18.15% in Dec 2021,Net Sales,YoY Growth in year ended Dec 2022 is 6.96% vs 18.15% in Dec 2021,-1.0,Annual Analysis Highlights,500425,bad
326,Consolidated Net Profit - YoY Growth in year ended Dec 2022 is -30.28% vs 17.54% in Dec 2021,Consolidated Net Profit,YoY Growth in year ended Dec 2022 is -30.28% vs 17.54% in Dec 2021,-1.0,Annual Analysis Highlights,500425,bad
327,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Dec 2022 is -37.49% vs 24.07% in Dec 2021,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Dec 2022 is -37.49% vs 24.07% in Dec 2021,-1.0,Annual Analysis Highlights,500425,bad
328,Interest - YoY Growth in year ended Dec 2022 is 6.73% vs 3.88% in Dec 2021,Interest,YoY Growth in year ended Dec 2022 is 6.73% vs 3.88% in Dec 2021,-1.0,Annual Analysis Highlights,500425,bad
329,Operating Profit Margin (Excl OI) - YoY Growth in year ended Dec 2022 has fallen from Dec 2021,Operating Profit Margin (Excl OI),YoY Growth in year ended Dec 2022 has fallen from Dec 2021,-1.0,Annual Analysis Highlights,500425,bad
330,Net Sales - YoY Growth in year ended Dec 2022 is 23.81% vs 19.23% in Dec 2021,Net Sales,YoY Growth in year ended Dec 2022 is 23.81% vs 19.23% in Dec 2021,1.0,Annual Analysis Highlights,500002,good
331,Standaloned Net Profit - YoY Growth in year ended Dec 2022 is 95.54% vs 137.07% in Dec 2021,Standaloned Net Profit,YoY Growth in year ended Dec 2022 is 95.54% vs 137.07% in Dec 2021,-1.0,Annual Analysis Highlights,500002,bad
332,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Dec 2022 is 72.78% vs 105.29% in Dec 2021,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Dec 2022 is 72.78% vs 105.29% in Dec 2021,-1.0,Annual Analysis Highlights,500002,bad
333,Interest - YoY Growth in year ended Dec 2022 is 22.52% vs -36.57% in Dec 2021,Interest,YoY Growth in year ended Dec 2022 is 22.52% vs -36.57% in Dec 2021,-1.0,Annual Analysis Highlights,500002,bad
334,Operating Profit Margin (Excl OI) - YoY Growth in year ended Dec 2022 has improved from Dec 2021,Operating Profit Margin (Excl OI),YoY Growth in year ended Dec 2022 has improved from Dec 2021,1.0,Annual Analysis Highlights,500002,good
335,Net Sales - YoY Growth in year ended Mar 2023 is 21.32% vs 33.29% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 21.32% vs 33.29% in Mar 2022,-1.0,Annual Analysis Highlights,517354,bad
336,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is -10.43% vs 14.57% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is -10.43% vs 14.57% in Mar 2022,-1.0,Annual Analysis Highlights,517354,bad
337,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is -9.16% vs 12.00% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is -9.16% vs 12.00% in Mar 2022,-1.0,Annual Analysis Highlights,517354,bad
338,Interest - YoY Growth in year ended Mar 2023 is -37.05% vs -26.51% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is -37.05% vs -26.51% in Mar 2022,1.0,Annual Analysis Highlights,517354,good
339,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,517354,bad
340,Net Sales - YoY Growth in year ended Mar 2023 is 15.40% vs 8.93% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 15.40% vs 8.93% in Mar 2022,1.0,Annual Analysis Highlights,500049,good
341,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is 24.41% vs 14.29% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is 24.41% vs 14.29% in Mar 2022,1.0,Annual Analysis Highlights,500049,good
342,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is 22.30% vs 4.06% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is 22.30% vs 4.06% in Mar 2022,1.0,Annual Analysis Highlights,500049,good
343,Interest - YoY Growth in year ended Mar 2023 is 196.04% vs -20.72% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 196.04% vs -20.72% in Mar 2022,-1.0,Annual Analysis Highlights,500049,bad
344,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has improved from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has improved from Mar 2022,1.0,Annual Analysis Highlights,500049,good
345,Net Sales - YoY Growth in year ended Mar 2023 is 36.45% vs 50.67% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 36.45% vs 50.67% in Mar 2022,-1.0,Annual Analysis Highlights,500547,bad
346,Consolidated Net Profit - YoY Growth in year ended Mar 2023 is -81.76% vs -27.74% in Mar 2022,Consolidated Net Profit,YoY Growth in year ended Mar 2023 is -81.76% vs -27.74% in Mar 2022,-1.0,Annual Analysis Highlights,500547,bad
347,Operating Profit (PBDIT) excl Other Income - YoY Growth in year ended Mar 2023 is -43.11% vs -10.14% in Mar 2022,Operating Profit (PBDIT) excl Other Income,YoY Growth in year ended Mar 2023 is -43.11% vs -10.14% in Mar 2022,-1.0,Annual Analysis Highlights,500547,bad
348,Interest - YoY Growth in year ended Mar 2023 is 43.74% vs 51.19% in Mar 2022,Interest,YoY Growth in year ended Mar 2023 is 43.74% vs 51.19% in Mar 2022,1.0,Annual Analysis Highlights,500547,good
349,Operating Profit Margin (Excl OI) - YoY Growth in year ended Mar 2023 has fallen from Mar 2022,Operating Profit Margin (Excl OI),YoY Growth in year ended Mar 2023 has fallen from Mar 2022,-1.0,Annual Analysis Highlights,500547,bad
350,Net Sales - YoY Growth in year ended Mar 2023 is 8.01% vs 7.66% in Mar 2022,Net Sales,YoY Growth in year ended Mar 2023 is 8.01% vs 7.66% in Mar 2022,1.0,Annual Analysis Highlights,500490,good
